Price,Model,"Year, Engine, Distance","Location, Date"
58 393 €,Mercedes GLB 200 4MATIC,"2023, 1.4 L, 0 km","Bakı, bugün 10:37"
59 900 AZN,Skoda Kodiaq,"2023, 2.0 L, 0 km","Bakı, bugün 14:14"
55 800 $,Mercedes E 300 e,"2022, 2.0 L, 21 300 km","Bakı, bugün 11:18"
24 650 $,Toyota Camry,"2021, 2.5 L, 123 452 km","Bakı, bugün 15:37"
20 500 AZN,Jeep Cherokee,"1998, 4.0 L, 170 000 km","Bakı, bugün 10:53"
15 200 AZN,Mercedes E 220 d,"2001, 2.2 L, 495 000 km","Bakı, bugün 18:16"
37 700 AZN,BMW 528,"2015, 2.0 L, 125 500 km","Bakı, bugün 14:25"
53 795 $,Land Rover Range Rover,"2013, 5.0 L, 166 000 km","Bakı, bugün 12:17"
23 800 AZN,BMW 328,"2015, 2.0 L, 118 000 km","Bakı, bugün 12:38"
38 200 AZN,Hyundai Sonata,"2019, 1.6 L, 71 674 km","Sumqayıt, dünən 21:29"
23 900 AZN,Hyundai Elantra,"2019, 2.0 L, 50 900 km","Bakı, bugün 12:12"
28 000 AZN,Hyundai Elantra,"2020, 2.0 L, 61 300 km","Bakı, bugün 13:35"
30 800 $,Toyota Land Cruiser Prado,"2013, 2.7 L, 188 000 km","Bakı, bugün 12:12"
4 200 AZN,LADA (VAZ) 2106,"2004, 1.6 L, 12 411 km","Ağdaş, bugün 18:50"
43 000 $,Jeep Wrangler,"2021, 2.0 L, 35 800 km","Bakı, bugün 12:12"
41 500 $,Mercedes E 300,"2020, 2.0 L, 100 000 km","Bakı, bugün 12:14"
41 500 $,Land Rover Range Rover,"2015, 3.0 L, 119 000 km","Bakı, bugün 12:12"
25 500 AZN,BMW 320,"2012, 2.0 L, 367 000 km","Lənkəran, bugün 12:12"
13 700 AZN,Toyota Prius,"2008, 1.5 L, 210 000 km","Gəncə, bugün 12:12"
17 900 AZN,Nissan Note,"2017, 1.2 L, 217 411 km","Bakı, bugün 12:12"
45 800 $,Lexus LX 570,"2014, 5.7 L, 109 325 km","Bakı, bugün 12:12"
8 100 AZN,LADA (VAZ) 2107,"2009, 1.6 L, 30 500 km","Şamaxı, bugün 12:16"
19 900 AZN,Nissan Note,"2018, 1.2 L, 76 000 km","Bakı, bugün 12:11"
185 000 $,Mercedes G 63 AMG,"2018, 4.0 L, 22 000 km","Bakı, bugün 12:11"
15 000 AZN,Jeep Grand Cherokee,"2004, 4.0 L, 308 994 km","Bakı, bugün 12:11"
43 000 $,Mercedes CLA 200,"2022, 1.6 L, 48 000 km","Bakı, bugün 12:11"
24 700 AZN,Kia Forte,"2019, 2.0 L, 59 800 km","Bakı, bugün 12:11"
7 000 AZN,LADA (VAZ) 2106,"1999, 1.6 L, 95 000 km","Gəncə, bugün 12:11"
31 400 AZN,Mercedes E 220 d,"2015, 2.2 L, 239 256 km","Xırdalan, bugün 12:11"
18 500 AZN,Hyundai Elantra,"2012, 1.8 L, 241 435 km","Xırdalan, bugün 12:11"
7 500 AZN,Volkswagen Golf,"1999, 1.6 L, 324 000 km","Bakı, bugün 12:12"
21 000 AZN,Kia Forte,"2017, 2.0 L, 150 000 km","Bakı, bugün 12:11"
24 300 AZN,Hyundai Elantra,"2019, 2.0 L, 176 326 km","Xırdalan, bugün 12:10"
45 000 $,ZEEKR 001,"2024, 0 km","Bakı, bugün 12:10"
38 000 AZN,Hyundai Sonata,"2019, 2.0 L, 100 000 km","Bakı, bugün 19:12"
71 000 $,Land Rover Range Rover,"2018, 3.0 L, 76 000 km","Bakı, bugün 12:50"
24 500 $,Mercedes ML 350 4MATIC,"2013, 3.5 L, 115 261 km","Bakı, bugün 16:33"
35 000 $,Mercedes EQB 250,"2023, 7 000 km","Bakı, bugün 16:56"
17 500 AZN,Baic M60,"2021, 1.5 L, 86 000 km","Bakı, bugün 12:03"
23 000 AZN,Nissan Maxima,"2013, 3.5 L, 152 000 km","Bakı, dünən 20:52"
13 000 AZN,Hyundai i20,"2012, 1.1 L, 214 753 km","Bakı, dünən 20:31"
30 500 $,Kia Carnival,"2020, 2.2 L, 103 000 km","Bakı, bugün 14:43"
30 700 AZN,Mercedes Vito 115,"2010, 2.2 L, 435 000 km","Bakı, bugün 14:14"
87 000 $,Land Rover Defender,"2020, 2.0 L, 98 000 km","Bakı, bugün 15:38"
39 500 $,Mercedes S 350 d,"2015, 3.0 L, 110 000 km","Bakı, bugün 16:39"
11 200 $,Ford Fusion (North America),"2017, 1.5 L, 121 000 km","Bakı, dünən 21:31"
24 300 AZN,Hyundai Elantra,"2019, 2.0 L, 176 326 km","Xırdalan, bugün 12:10"
45 000 $,ZEEKR 001,"2024, 0 km","Bakı, bugün 12:10"
7 900 AZN,Tofas Sahin,"2005, 1.6 L, 55 966 km","Bakı, bugün 12:10"
39 500 $,Mercedes E 300,"2020, 2.0 L, 78 900 km","Bakı, bugün 12:10"
21 600 AZN,Hyundai Elantra,"2015, 1.8 L, 212 467 km","Xırdalan, bugün 12:10"
19 000 AZN,Hyundai Elantra,"2015, 1.8 L, 123 200 km","Bakı, bugün 12:10"
52 500 $,Li Auto L7,"2024, 1.5 L, 0 km","Bakı, bugün 12:10"
23 800 AZN,Toyota Land Cruiser Prado,"2005, 2.7 L, 287 544 km","Xırdalan, bugün 12:10"
36 900 $,ZEEKR 001,"2024, 0 km","Bakı, bugün 12:10"
25 900 AZN,Kia Sorento,"2011, 2.0 L, 178 343 km","Xırdalan, bugün 12:10"
19 500 $,BMW 330,"2016, 2.0 L, 162 544 km","Bakı, bugün 12:10"
36 900 $,ZEEKR 001,"2024, 0 km","Bakı, bugün 12:10"
17 500 AZN,Mercedes E 220 d,"2006, 2.2 L, 350 000 km","Bakı, bugün 12:10"
31 000 $,BMW 528,"2014, 2.0 L, 68 500 km","Bakı, bugün 12:10"
17 300 AZN,Toyota Aqua,"2015, 1.5 L, 62 700 km","Bakı, bugün 17:49"
89 500 $,BMW X6,"2022, 3.0 L, 24 000 km","Bakı, bugün 12:10"
17 500 AZN,Hyundai Accent,"2013, 1.6 L, 232 900 km","Bakı, bugün 12:10"
36 900 $,Toyota Camry,"2024, 2.0 L, 0 km","Bakı, bugün 12:10"
15 800 AZN,Ford Fusion (North America),"2013, 1.5 L, 340 000 km","Bakı, bugün 12:10"
23 500 AZN,Ford Fusion (North America),"2017, 2.0 L, 165 004 km","Xırdalan, bugün 12:09"
27 000 AZN,BMW X6,"2008, 3.0 L, 180 000 km","Bakı, bugün 12:09"
57 900 $,Toyota Highlander,"2025, 2.5 L, 0 km","Bakı, bugün 12:09"
30 000 AZN,Hyundai Santa Fe,"2016, 2.0 L, 203 800 km","Bakı, bugün 12:09"
4 000 AZN,LADA (VAZ) 2107,"2004, 1.6 L, 54 000 km","Ağdaş, bugün 18:50"
245 000 AZN,Isuzu Turkuaz,"2025, 5.2 L, 0 km","Bakı, bugün 13:06"
45 000 $,Land Rover Range Rover,"2015, 3.0 L, 122 310 km","Bakı, bugün 15:24"
50 800 AZN,Nissan Altima,"2023, 2.5 L, 0 km","Bakı, bugün 14:26"
42 900 AZN,Lynk & Co 06,"2024, 1.5 L, 0 km","Bakı, bugün 14:37"
38 900 $,Mercedes E 220 d,"2019, 2.0 L, 79 000 km","Bakı, bugün 19:55"
34 500 $,Toyota Camry,"2024, 2.0 L, 0 km","Bakı, bugün 19:03"
8 800 AZN,Tofas Sahin,"2007, 1.6 L, 40 000 km","Bakı, bugün 16:49"
21 900 AZN,Hyundai Avante,"2015, 1.6 L, 193 100 km","Bakı, bugün 10:17"
39 700 $,Mercedes S 500,"2014, 4.7 L, 142 113 km","Bakı, bugün 12:05"
15 500 $,BYD Destroyer 05,"2024, 1.5 L, 0 km","Bakı, dünən 22:22"
42 700 $,Land Rover Range Rover,"2015, 5.0 L, 176 000 km","Bakı, bugün 12:21"
41 800 $,Land Rover Range Rover,"2014, 3.0 L, 163 000 km","Bakı, bugün 19:10"
51 800 $,Nissan Patrol,"2017, 5.6 L, 117 155 km","Bakı, bugün 12:09"
18 500 AZN,Nissan Patrol,"2001, 4.8 L, 284 900 km","Bakı, bugün 12:09"
37 000 AZN,BMW 528,"2015, 2.0 L, 92 700 km","Bakı, bugün 12:09"
20 300 $,BMW 528,"2015, 2.0 L, 215 000 km","Bakı, bugün 12:09"
41 500 AZN,Hyundai Santa Fe,"2019, 2.4 L, 75 000 km","Bakı, bugün 12:08"
34 800 AZN,Kia Sorento,"2016, 2.0 L, 163 000 km","Bakı, bugün 12:08"
24 500 AZN,Hyundai Elantra,"2019, 2.0 L, 43 452 km","Bakı, bugün 12:08"
15 700 AZN,Ford Fusion (North America),"2013, 1.5 L, 198 521 km","Bakı, bugün 12:08"
17 700 AZN,Chevrolet Volt,"2013, 1.4 L, 149 000 km","Bakı, bugün 12:08"
2 850 AZN,LADA (VAZ) 21011,"1977, 1.6 L, 95 000 km","Cəlilabad, bugün 12:08"
21 400 AZN,Ford Fusion (North America),"2017, 1.5 L, 92 000 km","Bakı, bugün 12:08"
33 500 $,Land Rover Range Rover,"2015, 3.0 L, 185 000 km","Bakı, bugün 12:08"
9 900 AZN,Mercedes C 180,"1997, 1.8 L, 387 000 km","Bakı, bugün 12:08"
22 900 AZN,Ford Fusion (North America),"2020, 1.5 L, 89 000 km","Bakı, bugün 12:08"
45 000 AZN,KamAz 65115,"2011, 11 L, 30 000 km","Bakı, bugün 12:07"
23 400 AZN,Chevrolet Malibu,"2020, 1.5 L, 145 001 km","Sumqayıt, bugün 12:07"
16 000 AZN,Mercedes E 240,"2002, 2.4 L, 338 500 km","Bakı, bugün 12:07"
24 800 $,Land Rover Range Rover,"2012, 5.0 L, 127 500 km","Bakı, bugün 12:07"
20 900 AZN,Hyundai i40,"2012, 1.7 L, 186 000 km","Bakı, bugün 12:07"
17 300 AZN,Kia Forte,"2010, 1.6 L, 160 050 km","Bakı, bugün 12:07"
15 200 AZN,Ford Fusion (North America),"2014, 1.5 L, 250 000 km","Şamaxı, bugün 12:07"
22 000 $,Lexus GS 200t,"2016, 2.0 L, 112 000 km","Bakı, bugün 12:07"
55 000 $,Porsche Taycan 4S,"2021, 14 952 km","Bakı, bugün 12:07"
19 900 AZN,BMW X5,"2005, 4.4 L, 340 000 km","Bakı, bugün 12:07"
23 500 $,Lexus RX 350,"2014, 3.5 L, 92 000 km","Bakı, bugün 13:16"
19 800 $,Mercedes S 350 4MATIC,"2011, 3.5 L, 220 000 km","Bakı, bugün 17:10"
24 500 AZN,Hyundai Santa Fe,"2011, 2.4 L, 180 000 km","Bakı, bugün 10:48"
23 200 AZN,BYD Qin Plus,"2024, 1.5 L, 0 km","Bakı, bugün 18:14"
24 500 AZN,Audi Q5,"2012, 2.0 L, 169 000 km","Bakı, bugün 00:53"
28 500 AZN,Kia Carnival,"2016, 2.2 L, 202 000 km","Bakı, dünən 15:52"
120 000 $,Porsche 911 Carrera,"2020, 3.0 L, 29 000 km","Bakı, bugün 10:05"
32 500 $,Mercedes E 300,"2018, 2.0 L, 98 000 km","Şirvan, bugün 17:27"
34 000 $,Audi Q7,"2018, 2.0 L, 90 000 km","Bakı, bugün 18:59"
18 700 AZN,Hyundai Accent,"2017, 1.6 L, 107 000 km","Bakı, bugün 09:12"
45 900 $,Kia Carnival,"2023, 2.2 L, 32 000 km","Bakı, 16.03.2025 16:14"
47 700 AZN,Kia Sorento,"2021, 2.2 L, 64 300 km","Bakı, bugün 09:08"
55 000 $,Porsche Taycan 4S,"2021, 14 952 km","Bakı, bugün 12:07"
19 900 AZN,BMW X5,"2005, 4.4 L, 340 000 km","Bakı, bugün 12:07"
35 900 AZN,Hyundai Grandeur,"2017, 2.2 L, 226 000 km","Bakı, bugün 12:06"
25 000 AZN,Changan Qiyuan A05,"2025, 1.5 L, 0 km","Bakı, bugün 12:06"
4 500 AZN,BMW 520,"1994, 2.0 L, 309 755 km","Cəlilabad, bugün 12:06"
20 800 AZN,Ford Fusion (North America),"2017, 1.5 L, 70 000 km","Bakı, bugün 12:57"
64 500 $,Land Rover Range Rover,"2019, 3.0 L, 89 700 km","Bakı, bugün 12:06"
15 000 AZN,Lexus GS 300,"2008, 3.0 L, 373 000 km","Bakı, bugün 12:06"
22 500 $,Changan Uni-Z,"2025, 1.5 L, 0 km","Bakı, bugün 12:06"
22 800 $,Hyundai Sonata,"2020, 2.0 L, 81 000 km","Bakı, bugün 12:06"
21 400 $,Toyota Corolla Cross,"2025, 2.0 L, 0 km","Bakı, bugün 12:06"
17 800 AZN,Mercedes E 220 d,"2006, 2.2 L, 399 000 km","Bakı, bugün 12:06"
8 800 AZN,Mitsubishi L200,"2001, 2.5 L, 389 500 km","Gəncə, bugün 12:06"
39 000 $,Land Rover RR Velar,"2018, 2.0 L, 131 966 km","Bakı, bugün 12:06"
8 200 AZN,LADA (VAZ) 2114,"2012, 1.6 L, 200 000 km","Şamaxı, bugün 12:06"
9 800 AZN,LADA (VAZ) 2107,"2011, 1.6 L, 82 000 km","Yevlax, bugün 12:06"
60 000 AZN,Toyota Land Cruiser,"2012, 4.0 L, 179 715 km","Bərdə, bugün 12:06"
23 900 AZN,Hyundai Santa Fe,"2012, 2.2 L, 161 000 km","Bakı, bugün 12:07"
21 700 AZN,Toyota Aqua,"2018, 1.5 L, 50 250 km","Bakı, bugün 12:06"
16 500 AZN,Kia Rio,"2012, 1.4 L, 254 766 km","Bakı, bugün 12:05"
29 500 $,Changan Uni-K iDD,"2024, 1.5 L, 0 km","Bakı, bugün 12:05"
24 500 AZN,Hyundai Sonata,"2014, 2.0 L, 192 000 km","Bakı, bugün 12:05"
8 900 AZN,LADA (VAZ) Priora,"2013, 1.6 L, 300 000 km","Bakı, bugün 12:05"
127 500 $,BMW 740,"2023, 3.0 L, 20 000 km","Bakı, bugün 12:05"
46 000 $,Li Auto L7,"2024, 1.5 L, 0 km","Bakı, bugün 15:59"
66 567 €,Mercedes E 350 e,"2024, 2.0 L, 0 km","Bakı, bugün 10:35"
33 500 AZN,Hyundai i20,"2024, 1.4 L, 0 km","Bakı, bugün 10:21"
49 999 $,Mercedes S 500,"2017, 4.7 L, 101 000 km","Bakı, bugün 09:41"
18 500 $,Infiniti FX37,"2013, 3.7 L, 200 280 km","Bakı, bugün 08:50"
26 000 $,Land Rover Discovery,"2015, 3.0 L, 193 000 km","Bakı, bugün 00:02"
16 300 AZN,Nissan Note,"2016, 1.2 L, 30 000 km","Bakı, bugün 11:40"
9 000 AZN,Mitsubishi Pajero,"1996, 2.8 L, 462 040 km","Bakı, bugün 16:57"
35 500 AZN,Kia K5,"2020, 1.6 L, 35 000 km","Bakı, bugün 01:56"
27 900 AZN,Kia Sorento,"2012, 2.0 L, 261 000 km","Bakı, bugün 13:38"
22 900 AZN,Ford Fusion (North America),"2018, 1.5 L, 55 000 km","Bakı, bugün 12:13"
43 500 $,Mercedes GLC 250 4MATIC Coupe,"2018, 2.0 L, 60 000 km","Bakı, bugün 19:03"
14 200 AZN,Chevrolet Cruze,"2015, 1.4 L, 181 500 km","Bakı, bugün 12:05"
23 700 AZN,Hyundai Santa Fe,"2009, 2.0 L, 200 000 km","Bakı, bugün 12:05"
34 500 AZN,Ford Fusion (North America),"2019, 2.0 L, 39 000 km","Bakı, bugün 18:53"
11 700 AZN,Toyota Prius,"2007, 1.5 L, 321 821 km","Bakı, bugün 20:02"
24 900 AZN,Kia Forte,"2019, 2.0 L, 90 000 km","Bakı, bugün 12:05"
9 300 AZN,LADA (VAZ) Niva,"2012, 1.7 L, 138 000 km","Biləsuvar, bugün 12:05"
20 000 AZN,Hyundai Elantra,"2015, 1.8 L, 235 000 km","Bakı, bugün 12:05"
39 700 $,Mercedes S 500,"2014, 4.7 L, 142 113 km","Bakı, bugün 12:05"
23 400 AZN,BYD Destroyer 05,"2024, 1.5 L, 0 km","Bakı, bugün 12:05"
3 000 AZN,GAZ 53,"1990, 4.3 L, 95 000 km","Qobustan, bugün 12:04"
15 800 AZN,Mercedes 190,"1993, 2.0 L, 132 000 km","Bakı, bugün 12:04"
25 500 AZN,Mercedes E 220 d,"2014, 2.2 L, 345 000 km","Bakı, bugün 12:04"
11 200 AZN,Mercedes CLK 200,"1999, 2.0 L, 366 703 km","Bakı, bugün 12:04"
22 500 AZN,Kia Optima,"2015, 2.4 L, 120 515 km","Bakı, bugün 12:04"
32 500 $,Tesla Model Y,"2023, 19 000 km","Gəncə, bugün 12:04"
20 300 AZN,Chevrolet Cruze,"2016, 1.4 L, 98 500 km","Bakı, bugün 12:04"
55 000 AZN,Mercedes ML 300 4MATIC,"2014, 3.5 L, 161 000 km","Bakı, bugün 12:04"
31 500 AZN,Hyundai Santa Fe,"2015, 2.4 L, 175 231 km","Bakı, bugün 12:04"
26 000 $,BMW 430,"2018, 2.0 L, 116 000 km","Bakı, bugün 12:04"
24 500 AZN,Kia Forte,"2019, 2.0 L, 116 600 km","Bakı, bugün 19:41"
19 500 $,Changan Qiyuan Q05,"2025, 1.5 L, 0 km","Bakı, bugün 16:05"
31 500 AZN,BMW 528,"2013, 2.0 L, 175 000 km","Bakı, bugün 12:04"
27 400 AZN,Ford Transit,"2011, 2.4 L, 211 000 km","Bakı, bugün 12:03"
2 700 AZN,LADA (VAZ) 2106,"1989, 1.6 L, 95 000 km","Yevlax, bugün 12:03"
31 950 $,Toyota Camry,"2025, 2.0 L, 0 km","Bakı, bugün 14:22"
27 900 $,Changan Deepal S7,"2024, 1.5 L, 0 km","Bakı, dünən 20:55"
61 900 AZN,Peugeot 508,"2024, 1.6 L, 0 km","Bakı, bugün 15:01"
14 700 $,Changan Qiyuan A05,"2025, 1.5 L, 0 km","Bakı, bugün 11:46"
25 000 $,Mercedes C 300 4MATIC,"2017, 2.0 L, 196 000 km","Bakı, dünən 22:55"
21 000 AZN,Land Rover Discovery,"2008, 2.7 L, 187 000 km","Bakı, bugün 19:33"
34 900 AZN,Honda e:NP1,"2023, 15 000 km","Bakı, bugün 12:48"
5 500 AZN,LADA (VAZ) 2107,"2005, 1.6 L, 43 661 km","Masallı, bugün 09:50"
49 500 AZN,Toyota Land Cruiser,"2009, 4.0 L, 200 000 km","Sumqayıt, bugün 14:01"
8 700 AZN,Opel Astra,"2006, 1.3 L, 274 000 km","Bakı, bugün 16:08"
38 000 $,Tesla Model X,"2018, 47 000 km","Bakı, dünən 22:48"
13 200 AZN,Volkswagen Golf,"2005, 2.0 L, 175 000 km","Bakı, bugün 10:19"
17 500 AZN,Baic M60,"2021, 1.5 L, 86 000 km","Bakı, bugün 12:03"
6 600 AZN,Mercedes C 200,"1995, 2.0 L, 117 117 km","Bakı, bugün 12:03"
28 500 $,Toyota Camry,"2022, 2.5 L, 75 000 km","Bakı, bugün 12:03"
11 900 AZN,Toyota Prius,"2008, 1.5 L, 220 000 km","Bakı, bugün 12:03"
27 800 AZN,Kia Sorento,"2011, 2.0 L, 225 000 km","Bakı, bugün 12:03"
42 000 AZN,Hongqi HS5,"2022, 2.0 L, 52 500 km","Bakı, bugün 12:03"
9 400 AZN,Mercedes C 180,"1998, 1.8 L, 111 710 km","Bakı, bugün 12:03"
14 900 AZN,Chevrolet Cruze,"2014, 1.4 L, 178 000 km","Bakı, bugün 12:03"
85 500 $,Land Rover Range Rover,"2018, 5.0 L, 79 000 km","Bakı, bugün 12:03"
36 700 $,Mercedes GLE 250,"2017, 2.2 L, 138 000 km","Bakı, bugün 12:03"
14 800 $,Changan Qiyuan A05,"2024, 1.5 L, 0 km","Bakı, bugün 12:03"
18 500 $,Mercedes C 300,"2015, 2.0 L, 136 500 km","Bakı, bugün 12:03"
74 900 $,Infiniti QX60,"2025, 3.5 L, 0 km","Bakı, bugün 12:03"
28 600 AZN,Ford Transit,"2008, 2.4 L, 220 000 km","Bakı, bugün 12:03"
16 900 AZN,Hyundai Sonata,"2009, 2.4 L, 208 679 km","Bakı, bugün 14:12"
20 500 $,Land Rover Discovery Sport,"2016, 2.0 L, 201 168 km","Bakı, bugün 12:03"
24 700 AZN,Hyundai Elantra,"2018, 2.0 L, 94 000 km","Bakı, bugün 12:03"
35 800 AZN,Baic X55,"2023, 1.5 L, 5 000 km","Bakı, bugün 12:02"
26 000 AZN,Hyundai Elantra,"2020, 2.0 L, 53 752 km","Bakı, bugün 12:02"
19 900 AZN,Hyundai Elantra,"2012, 1.8 L, 138 241 km","Sumqayıt, bugün 12:02"
6 400 AZN,Mercedes C 180,"1995, 1.8 L, 22 727 km","Bakı, bugün 12:03"
18 500 $,Changan Qiyuan Q05,"2024, 1.5 L, 0 km","Sumqayıt, bugün 12:02"
13 500 AZN,LADA (VAZ) Granta,"2015, 1.6 L, 124 000 km","Bakı, bugün 12:02"
15 800 AZN,Hyundai H-1,"2009, 2.5 L, 516 000 km","Sumqayıt, bugün 12:02"
22 000 AZN,Hyundai Avante,"2015, 1.6 L, 129 000 km","Bakı, bugün 12:47"
37 500 AZN,Wuling Asta,"2024, 1.5 L, 0 km","Bakı, bugün 17:48"
64 500 $,Li Auto L9,"2024, 1.5 L, 0 km","Bakı, bugün 19:11"
37 000 $,Toyota RAV4,"2024, 2.5 L, 0 km","Bakı, bugün 11:53"
46 800 $,Land Rover Range Rover,"2016, 3.0 L, 128 000 km","Bakı, bugün 09:20"
37 800 AZN,Kia Sorento,"2017, 2.0 L, 151 550 km","Bakı, dünən 20:22"
23 250 AZN,BYD Destroyer 05,"2024, 1.5 L, 0 km","Bakı, bugün 15:32"
25 000 AZN,Hyundai H-1,"2011, 2.5 L, 205 000 km","Bakı, bugün 01:18"
17 800 AZN,Nissan Note,"2016, 1.2 L, 31 000 km","Bakı, bugün 12:36"
29 500 AZN,Land Rover Discovery Sport,"2015, 2.0 L, 78 000 km","Bakı, dünən 21:57"
18 800 AZN,Ford Transit,"2008, 2.2 L, 134 000 km","Bakı, bugün 13:32"
20 500 $,Lexus RX 350,"2013, 3.5 L, 170 000 km","Bakı, 14.03.2025 00:28"
2 700 AZN,LADA (VAZ) 2106,"1989, 1.6 L, 95 000 km","Yevlax, bugün 12:03"
17 500 AZN,Baic M60,"2021, 1.5 L, 86 000 km","Bakı, bugün 12:03"
6 600 AZN,Mercedes C 200,"1995, 2.0 L, 117 117 km","Bakı, bugün 12:03"
28 500 $,Toyota Camry,"2022, 2.5 L, 75 000 km","Bakı, bugün 12:03"
11 900 AZN,Toyota Prius,"2008, 1.5 L, 220 000 km","Bakı, bugün 12:03"
27 800 AZN,Kia Sorento,"2011, 2.0 L, 225 000 km","Bakı, bugün 12:03"
42 000 AZN,Hongqi HS5,"2022, 2.0 L, 52 500 km","Bakı, bugün 12:03"
9 400 AZN,Mercedes C 180,"1998, 1.8 L, 111 710 km","Bakı, bugün 12:03"
14 900 AZN,Chevrolet Cruze,"2014, 1.4 L, 178 000 km","Bakı, bugün 12:03"
85 500 $,Land Rover Range Rover,"2018, 5.0 L, 79 000 km","Bakı, bugün 12:03"
36 700 $,Mercedes GLE 250,"2017, 2.2 L, 138 000 km","Bakı, bugün 12:03"
14 800 $,Changan Qiyuan A05,"2024, 1.5 L, 0 km","Bakı, bugün 12:03"
18 500 $,Mercedes C 300,"2015, 2.0 L, 136 500 km","Bakı, bugün 12:03"
74 900 $,Infiniti QX60,"2025, 3.5 L, 0 km","Bakı, bugün 12:03"
28 600 AZN,Ford Transit,"2008, 2.4 L, 220 000 km","Bakı, bugün 12:03"
16 900 AZN,Hyundai Sonata,"2009, 2.4 L, 208 679 km","Bakı, bugün 14:12"
20 500 $,Land Rover Discovery Sport,"2016, 2.0 L, 201 168 km","Bakı, bugün 12:03"
24 700 AZN,Hyundai Elantra,"2018, 2.0 L, 94 000 km","Bakı, bugün 12:03"
35 800 AZN,Baic X55,"2023, 1.5 L, 5 000 km","Bakı, bugün 12:02"
26 000 AZN,Hyundai Elantra,"2020, 2.0 L, 53 752 km","Bakı, bugün 12:02"
19 900 AZN,Hyundai Elantra,"2012, 1.8 L, 138 241 km","Sumqayıt, bugün 12:02"
6 400 AZN,Mercedes C 180,"1995, 1.8 L, 22 727 km","Bakı, bugün 12:03"
18 500 $,Changan Qiyuan Q05,"2024, 1.5 L, 0 km","Sumqayıt, bugün 12:02"
13 500 AZN,LADA (VAZ) Granta,"2015, 1.6 L, 124 000 km","Bakı, bugün 12:02"
86 000 AZN,FAW Tiger VN,"2024, 2.3 L, 0 km","Bakı, bugün 13:23"
26 500 AZN,Hyundai Santa Fe,"2013, 2.4 L, 165 000 km","Bakı, bugün 12:28"
22 900 $,Changan Uni-Z,"2024, 1.5 L, 0 km","Bakı, bugün 18:36"
25 500 AZN,Changan Qiyuan A05,"2024, 1.5 L, 0 km","Bakı, bugün 13:27"
22 800 AZN,Hyundai Elantra,"2016, 2.0 L, 103 000 km","Bakı, dünən 20:13"
26 400 $,BMW X5,"2015, 3.0 L, 238 000 km","Bakı, bugün 15:31"
23 000 AZN,Hyundai Avante,"2018, 1.6 L, 124 000 km","Bakı, bugün 14:08"
11 000 AZN,Opel Astra,"2007, 1.3 L, 304 000 km","Bakı, bugün 19:23"
18 500 $,Infiniti FX37,"2013, 3.7 L, 200 280 km","Bakı, bugün 08:50"
30 500 AZN,Neta Aya,"2023, 14 000 km","Bakı, bugün 09:45"
30 900 $,Mercedes E 300,"2018, 2.0 L, 45 000 km","Bakı, bugün 18:32"
21 600 AZN,Hyundai Elantra,"2014, 1.8 L, 77 000 km","Bakı, bugün 09:26"
13 500 AZN,LADA (VAZ) Granta,"2015, 1.6 L, 124 000 km","Bakı, bugün 12:02"
15 800 AZN,Hyundai H-1,"2009, 2.5 L, 516 000 km","Sumqayıt, bugün 12:02"
18 900 $,Changan Qiyuan A06,"2023, 1.5 L, 0 km","Bakı, bugün 12:02"
14 900 AZN,Kia Optima,"2006, 2.0 L, 284 500 km","Bakı, bugün 12:02"
12 900 AZN,Nissan Note,"2011, 1.5 L, 190 000 km","Sumqayıt, bugün 12:25"
35 800 AZN,Kia Sorento,"2015, 2.0 L, 177 349 km","Bakı, bugün 12:02"
39 900 AZN,Mitsubishi L200,"2022, 2.4 L, 112 000 km","Bakı, bugün 12:02"
20 000 AZN,Toyota Corolla,"2010, 1.8 L, 193 000 km","Gəncə, bugün 12:02"
33 500 AZN,Ford Transit,"2011, 2.4 L, 161 000 km","Bakı, bugün 12:02"
18 900 $,Changan Qiyuan A06,"2023, 1.5 L, 0 km","Bakı, bugün 12:02"
25 000 AZN,Renault Duster,"2020, 1.6 L, 146 760 km","Bakı, bugün 12:02"
21 200 AZN,Hyundai Elantra,"2013, 1.8 L, 164 153 km","Bakı, bugün 12:01"
18 900 $,Changan Qiyuan A06,"2023, 1.5 L, 0 km","Bakı, bugün 12:01"
28 400 AZN,Nissan Kicks,"2018, 1.6 L, 32 000 km","Bakı, bugün 12:01"
39 900 $,XPeng G9,"2023, 0 km","Bakı, bugün 12:01"
30 500 AZN,Toyota Land Cruiser Prado,"2008, 2.7 L, 148 000 km","Bakı, bugün 12:01"
37 000 AZN,Volkswagen Passat,"2020, 1.4 L, 55 000 km","Bakı, bugün 12:01"
79 900 AZN,Toyota Land Cruiser,"2015, 4.5 L, 296 000 km","Bakı, bugün 12:01"
22 900 AZN,Hyundai Santa Fe,"2008, 2.0 L, 187 217 km","Sumqayıt, bugün 12:01"
10 500 AZN,GWM Voleex C30,"2012, 1.5 L, 284 162 km","Bakı, bugün 12:44"
23 700 AZN,BMW 328,"2012, 2.0 L, 152 000 km","Bakı, bugün 12:01"
18 900 $,Changan Qiyuan A06,"2023, 1.5 L, 0 km","Bakı, bugün 12:01"
29 500 AZN,Lexus LX 470,"2007, 4.7 L, 106 000 km","Bakı, bugün 12:01"
15 700 AZN,Nissan Teana,"2011, 2.5 L, 398 000 km","Bakı, bugün 12:01"
